,playlistURI,participant,rating,playlistID,TrackName,TrackID,SampleURL,ReleaseYear,Genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,Popularity
331,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Never Gonna Give You Up,7GhIk7Il098yCjg4BQjzvb,https://p.scdn.co/mp3-preview/22bf10aff02db272f0a053dff5c0063d729df988?cid=a91ed9edffbc4349b0ae66ad2680900a,1987-12-08,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop']",0.727,0.939,-11.855,0.0369,0.135,4.35e-05,0.151,0.916,113.33,8,1,212827,68.0
332,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Never Gonna Give You Up,7GhIk7Il098yCjg4BQjzvb,https://p.scdn.co/mp3-preview/22bf10aff02db272f0a053dff5c0063d729df988?cid=a91ed9edffbc4349b0ae66ad2680900a,1987-12-08,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop']",0.727,0.939,-11.855,0.0369,0.135,4.35e-05,0.151,0.916,113.33,8,1,212827,68.0
333,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Never Gonna Give You Up,7GhIk7Il098yCjg4BQjzvb,https://p.scdn.co/mp3-preview/22bf10aff02db272f0a053dff5c0063d729df988?cid=a91ed9edffbc4349b0ae66ad2680900a,1987-12-08,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop']",0.727,0.939,-11.855,0.0369,0.135,4.35e-05,0.151,0.916,113.33,8,1,212827,68.0
334,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Stupid For You,48ocCWNlCS9kFS9Q6dCYj1,,2016-08-31,"['modern alternative rock', 'modern rock', 'neon pop punk', 'pixie', 'pop punk', 'rock', 'social media pop', 'texas pop punk']",0.581,0.922,-3.408,0.0667,0.0235,0,0.202,0.595,118.409,1,0,191545,0.0
335,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Na Na Na (Na Na Na Na Na Na Na Na Na),7vb1HJXTK7hR3ug25xtiuY,https://p.scdn.co/mp3-preview/7168b326752f8fd87edc49640f50e861c3f3fc35?cid=a91ed9edffbc4349b0ae66ad2680900a,2014-03-21,"['emo', 'pop punk']",0.385,0.98,-2.764,0.0683,0.00021,0.0034,0.369,0.61,165.932,8,0,206227,47.0
336,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,わたしのアール,6FcvYpbnbVqXKRd3Kl9AvC,https://p.scdn.co/mp3-preview/820c529d368711de7fac4962a231940dd4949a1c?cid=a91ed9edffbc4349b0ae66ad2680900a,2018-03-14,['vocaloid'],0.635,0.691,-3.445,0.0363,0.0289,0.00193,0.106,0.828,105.028,9,1,215120,51.0
337,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Cosmic Love,0CSTvWUps1YmpQoXXay9ol,https://p.scdn.co/mp3-preview/62ed7dc273d8b525324eab0a6e35300e696d2a00?cid=a91ed9edffbc4349b0ae66ad2680900a,2009,"['baroque pop', 'pop', 'uk alternative pop']",0.524,0.803,-5.56,0.0366,0.145,0.000191,0.115,0.0827,140.003,9,0,255133,60.0
338,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Colorful,4KsNm9WbBx5E7qw8ebru5l,https://p.scdn.co/mp3-preview/46c468632496820f8253859bfa3530dd721bd279?cid=a91ed9edffbc4349b0ae66ad2680900a,2018-03-30,"['indie pop', 'indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'piano rock', 'pop rock', 'stomp and holler']",0.594,0.792,-5.625,0.0312,0.00992,0,0.164,0.674,156.954,8,0,192107,43.0
339,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Tough to Be a Dreamer,0SaiBUaBe0AXfsUU0XOxhE,https://p.scdn.co/mp3-preview/d9a80b8a5df124557e482712d877efcef2618ae4?cid=a91ed9edffbc4349b0ae66ad2680900a,2017-11-24,['english indie rock'],0.594,0.862,-6.77,0.0439,0.093,0,0.171,0.602,126.97,4,1,262510,40.0
340,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Sweet Tooth,2qROUDWN1RCJoyiVSr6ifm,https://p.scdn.co/mp3-preview/dd0d01a3338c24c9e2e597d897a03cf10de4386c?cid=a91ed9edffbc4349b0ae66ad2680900a,2017-05-12,"['canadian folk', 'folk-pop']",0.695,0.896,-4.957,0.111,0.00405,2.58e-06,0.106,0.474,94.986,1,1,201524,55.0
341,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Gandang Sinauna At Sariwa,2MhrCVOxI5hiDr3wSRPAbI,https://p.scdn.co/mp3-preview/0d7120d9bf75aa77a2f111a1baa08991a3802f17?cid=a91ed9edffbc4349b0ae66ad2680900a,2011,"['papuri', 'tagalog worship']",0.213,0.204,-12.134,0.0308,0.473,0,0.126,0.168,79.351,4,0,261840,29.0
342,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Dä Plan,3Wj44AtK8gStaPWY1qJb0A,https://p.scdn.co/mp3-preview/6a34f0d65a5d33f1fc2bb4262c8b0fa00a6b59e5?cid=a91ed9edffbc4349b0ae66ad2680900a,2016-10-14,"['karneval', 'kolsche karneval']",0.813,0.834,-5.036,0.0332,0.0227,0,0.118,0.929,136.06,9,0,179960,53.0
343,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Back to You (feat. Bebe Rexha & Digital Farm Animals),7F9vK8hNFMml4GtHsaXui6,https://p.scdn.co/mp3-preview/7f538f37efa5e099ba7ad81f71aef10648c2da20?cid=a91ed9edffbc4349b0ae66ad2680900a,2017-07-21,"['pop', 'post-teen pop']",0.683,0.53,-4.918,0.142,0.207,0,0.394,0.645,75.016,5,0,190428,71.0
344,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,DEMONS (feat. Young M.A),4RHrf1byiqcRCGwI6fHvKu,https://p.scdn.co/mp3-preview/7b25a146ca5d39082c76f0aef547bd5ec96521c9?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-08-28,"['trap latino', 'trap triste', 'urbano espanol']",0.79,0.446,-5.678,0.0575,0.401,0,0.261,0.288,89.982,8,1,167889,54.0
345,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Hollywood's Bleeding,56twDecxsQon61crfEXrA5,https://p.scdn.co/mp3-preview/66bb59c6e371b94acf8938e6a79daff1fd6c047a?cid=a91ed9edffbc4349b0ae66ad2680900a,2019-09-27,['acoustic chill'],0.654,0.135,-10.535,0.033,0.938,0,0.0983,0.16,100.027,6,0,217777,47.0
346,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,I Like Me Better,64sgQBRL1HjeSV5hMM9uq4,https://p.scdn.co/mp3-preview/7fe7ab466ec38ce465981617c79663bfdb0176d5?cid=a91ed9edffbc4349b0ae66ad2680900a,2019-05-31,['derby indie'],0.515,0.254,-18.027,0.134,0.779,0.00799,0.141,0.276,80.315,6,0,223500,38.0
347,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Every Time You're High - Acoustic,3Q0r1hn5UoWBRNUmUmclWW,https://p.scdn.co/mp3-preview/749174b934da6c57f825498a81f04950d0cfd2a5?cid=a91ed9edffbc4349b0ae66ad2680900a,2019-04-26,"['indie anthem-folk', 'indie cafe pop', 'uk pop']",0.58,0.219,-8.315,0.039,0.943,0,0.0937,0.326,97.755,1,0,204357,43.0
348,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Schatten ohne Licht - Piano Version,7yxuLevR37kOH7pxKFoxyD,https://p.scdn.co/mp3-preview/db62c56767c466db1e70334bb992a86d9d615436?cid=a91ed9edffbc4349b0ae66ad2680900a,2018-04-13,"['german pop', 'indie cafe pop', 'liedermacher']",0.57,0.297,-8.765,0.0374,0.879,1.52e-05,0.111,0.3,139.07,5,0,237937,43.0
349,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Elastic Heart - Piano Version,0udoMICxzaUbNUT8EVRq8B,https://p.scdn.co/mp3-preview/be255b09897428e9f95ef2dd89e02d78b2e08a24?cid=a91ed9edffbc4349b0ae66ad2680900a,2015-05-04,"['australian dance', 'australian pop', 'dance pop', 'pop', 'pop dance']",0.44,0.306,-5.403,0.0377,0.903,0,0.0888,0.25,71.021,9,1,250133,63.0
350,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Is She Gonna Be There? - Acoustic,5m7M30brOVq7X6PZFJU9U9,https://p.scdn.co/mp3-preview/bd0494ce291943e87773650a04be30bfbbf78808?cid=a91ed9edffbc4349b0ae66ad2680900a,2019-02-15,"['indie cafe pop', 'indie electropop', 'uk pop', 'welsh indie']",0.44,0.207,-13.123,0.0925,0.881,0,0.0986,0.426,85.97,8,1,195517,36.0
351,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Viva la Vida,6QoEIlo3Ayfy6CHVKe6wQX,https://p.scdn.co/mp3-preview/28b6589172b0008b00ed51ff22691e50362fbe4e?cid=a91ed9edffbc4349b0ae66ad2680900a,2018-10-12,['channel pop'],0.545,0.0893,-18.413,0.0379,0.963,2.89e-05,0.0904,0.276,130.185,10,1,202105,49.0
352,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Aston Martin Music,5W7xC99N2Zzfh69r7I7zWK,https://p.scdn.co/mp3-preview/d8a83eed85521a3b9a5de18a3d12d7e8726ac5a4?cid=a91ed9edffbc4349b0ae66ad2680900a,2010-01-01,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.57,0.58,-5.547,0.21,0.0124,0,0.0498,0.404,171.812,1,1,270627,68.0
353,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Bang Bang,3owESnQzGKXJhdZQDdXppK,https://p.scdn.co/mp3-preview/e7618dd5706e6ff7c9d78d8e88cea3195aac9bb0?cid=a91ed9edffbc4349b0ae66ad2680900a,2013-01-01,"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",0.805,0.657,-7.643,0.108,0.0249,2.27e-05,0.0391,0.716,124.945,7,1,279067,54.0
354,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Play That Song,77hjM9bMmgfTGJXv14UFmi,https://p.scdn.co/mp3-preview/21daf662af9a3468ede3530989bc35aa21b17fdc?cid=a91ed9edffbc4349b0ae66ad2680900a,2017-01-27,"['dance pop', 'neo mellow', 'pop', 'pop rock']",0.392,0.825,-2.068,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,0,0,243253,68.0
355,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,沒那麽簡單,4xZIMRwaaBx7CZMmM6KLuh,https://p.scdn.co/mp3-preview/554fa2cb8c1fa794dec3faf08a28b4d91ac7f22c?cid=a91ed9edffbc4349b0ae66ad2680900a,2010-01-01,"['c-pop', 'classic mandopop', 'mandopop']",0.334,0.431,-5.861,0.0347,0.672,0,0.101,0.212,201.701,6,1,310133,49.0
356,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Dreams,4rV3AYCf4BBBCkIpyLPwUP,https://p.scdn.co/mp3-preview/8f5ad23fa06923db45eda49dccd3c387def299f0?cid=a91ed9edffbc4349b0ae66ad2680900a,1993-01-01,"['british soul', 'dance pop', 'europop', 'new wave pop', 'pop rock']",0.751,0.467,-13.652,0.036,0.173,0,0.217,0.568,98.783,9,1,222773,65.0
357,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,"The Blue Danube Waltz, Op. 314",77zm1CAtic7VU0TRFlrZ6e,https://p.scdn.co/mp3-preview/8850080a7fd2c8a214d471c8fe553746a43bd6ad?cid=a91ed9edffbc4349b0ae66ad2680900a,2000-01-01,"['classical', 'late romantic era', 'operetta']",0.259,0.0903,-21.449,0.0309,0.976,0.86,0.0851,0.275,91.165,2,1,495882,4.0
358,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Ai Se Eu Te Pego - Radio Edit,4OrJwh5yi85YGh32jlSP1p,https://p.scdn.co/mp3-preview/5139cf9e1b59267c3efd06d28b5f2cdd8b09d376?cid=a91ed9edffbc4349b0ae66ad2680900a,2012-01-27,[unknown],0.675,0.891,-3.793,0.0855,0.0267,0,0.937,0.783,96.002,11,1,166875,41.0
359,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Barn av vår tid,09ZI6ytqLZe1sRXLKPKZNe,https://p.scdn.co/mp3-preview/6f99d50411ec2b985f9ca3cf2aad34ebedeb4b6b?cid=a91ed9edffbc4349b0ae66ad2680900a,2021-01-15,"['swedish idol pop', 'swedish pop']",0.538,0.674,-4.555,0.384,0.733,0,0.111,0.852,180.215,5,1,234282,73.0
360,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,You Belong To Somebody Else,7izlgARoZsidRx23DOBhad,https://p.scdn.co/mp3-preview/ca529b4545f55696ea192f4f96138a341441068f?cid=a91ed9edffbc4349b0ae66ad2680900a,2017-02-10,"['detroit hip hop', 'pop r&b', 'pop rap', 'rap', 'trap', 'trap queen']",0.79,0.472,-6.999,0.0656,0.325,5.83e-06,0.276,0.287,115.055,1,0,218697,63.0
361,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Won't Turn It Down (feat. Chris Brown),16fSY5WgY1DIEUEzfbYTJv,https://p.scdn.co/mp3-preview/c7d140a8aa1ab5cc847fe7f1d4b71cce184836fd?cid=a91ed9edffbc4349b0ae66ad2680900a,2014-03-25,"['atl hip hop', 'dance pop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'urban contemporary']",0.772,0.509,-8.333,0.0643,0.239,0,0.0979,0.596,121.949,7,0,212459,41.0
362,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Won't Turn It Down (feat. Chris Brown),16fSY5WgY1DIEUEzfbYTJv,https://p.scdn.co/mp3-preview/c7d140a8aa1ab5cc847fe7f1d4b71cce184836fd?cid=a91ed9edffbc4349b0ae66ad2680900a,2014-03-25,"['atl hip hop', 'dance pop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'urban contemporary']",0.772,0.509,-8.333,0.0643,0.239,0,0.0979,0.596,121.949,7,0,212459,41.0
363,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Someone Like You,4kflIGfjdZJW4ot2ioixTB,,2011-01-19,"['british soul', 'pop', 'pop soul', 'uk pop']",0.559,0.33,-8.251,0.0285,0.892,0,0.0975,0.285,135.109,9,1,285040,49.0
364,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Violent,7CFfqRW50ffULvBv7lfIIg,https://p.scdn.co/mp3-preview/3acb65ff0a431c9814bbccb4c8447ba7ece694a5?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-11-23,[unknown],0.797,0.755,-5.393,0.0293,0.331,2.26e-06,0.124,0.411,129.955,2,1,135878,83.0
365,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Monsters,05Kms0excTlHRel656GZ3U,https://p.scdn.co/mp3-preview/c8d1fc63c15263b39e41960546ed018592cbe5f1?cid=a91ed9edffbc4349b0ae66ad2680900a,2014-05-11,[unknown],0.501,0.67,-5.847,0.0696,0.26,0,0.0774,0.614,175.895,1,1,217841,65.0
366,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Dead To Me,6LOZws7T3jqZz78unPgFF9,https://p.scdn.co/mp3-preview/6c24242ff36e5475dd365f973aa68367bf84f2df?cid=a91ed9edffbc4349b0ae66ad2680900a,2018-04-06,"['colombian pop', 'pop']",0.675,0.761,-4.469,0.0466,0.432,0,0.102,0.428,119.001,4,0,199506,79.0
367,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Somebody,7ioiB40H9xKs04QtIso2I3,https://p.scdn.co/mp3-preview/abfaa3fe0ebed432fe132c672e988f8f281a62d5?cid=a91ed9edffbc4349b0ae66ad2680900a,2014-01-06,[unknown],0.83,0.52,-8.714,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,0,1,189907,64.0
368,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Break My Heart Again,2is19a6HY7ZdWP654IMhEE,https://p.scdn.co/mp3-preview/2dc3f7d16c6e47a1b20262c45c7f0abe8ff5c60a?cid=a91ed9edffbc4349b0ae66ad2680900a,2018-02-09,"['electropop', 'indie cafe pop', 'indie pop', 'la indie', 'pop', 'post-teen pop']",0.402,0.151,-14.227,0.0395,0.907,0,0.0941,0.483,144.293,4,0,238013,71.0
369,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Another Love,3JvKfv6T31zO0ini8iNItO,https://p.scdn.co/mp3-preview/04ba5fa8196139b739f30ac187dfcc0f6922f88c?cid=a91ed9edffbc4349b0ae66ad2680900a,2013-06-24,"['neo mellow', 'pop']",0.445,0.537,-8.532,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4,0,244360,80.0
370,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,In The End,2qQg4qcqJmAalzRwhgf5mt,https://p.scdn.co/mp3-preview/73f17214067d448b5e3234ee2b01469b873b6172?cid=a91ed9edffbc4349b0ae66ad2680900a,2019-03-22,['anthem worship'],0.526,0.671,-7.445,0.0968,0.308,4.07e-05,0.0869,0.102,88.033,7,0,234716,64.0
371,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,In The End - Mellen Gi Remix,5rAUZy2eDdegBxUVYxePK2,https://p.scdn.co/mp3-preview/67249178aa13923515dbf7a23100a2ce7c1f4317?cid=a91ed9edffbc4349b0ae66ad2680900a,2019-03-22,['anthem worship'],0.618,0.611,-6.654,0.11,0.477,0.0333,0.162,0.224,88.07,7,0,218189,77.0
372,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Wet Dreamz,6Ius4TC0L3cN74HT7ENE6e,https://p.scdn.co/mp3-preview/7bb746f02d20bd32e290e418c4bf462556c2b53c?cid=a91ed9edffbc4349b0ae66ad2680900a,2014-12-09,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",0.517,0.705,-8.205,0.364,0.0751,0,0.128,0.584,175.906,6,0,239320,79.0
373,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Superficial Love,5hwh37sTi84MVhCBMWzhGE,https://p.scdn.co/mp3-preview/a983c5279bdff2f1702aee51971c5991e9c217cd?cid=a91ed9edffbc4349b0ae66ad2680900a,2015-11-27,"['canadian contemporary r&b', 'canadian pop', 'indie cafe pop', 'pop', 'post-teen pop']",0.477,0.242,-9.162,0.0529,0.928,0,0.0818,0.488,43.509,8,1,207973,70.0
374,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Yellow,3AJwUDP919kvQ9QcozQPxg,https://p.scdn.co/mp3-preview/26ad91af2f13c2b7729cbc70856ce43f4c790a7b?cid=a91ed9edffbc4349b0ae66ad2680900a,2000-07-10,"['permanent wave', 'pop']",0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,11,1,266773,85.0
375,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,I Think I'm In Love,3U1TuSqHIubBA10cVP7Sk6,https://p.scdn.co/mp3-preview/a24433033e6cb8d515932095dfcb179b1096e990?cid=a91ed9edffbc4349b0ae66ad2680900a,2015-01-09,"['hip pop', 'miami hip hop']",0.632,0.638,-6.731,0.0505,0.137,0,0.125,0.574,121.868,7,1,202667,72.0
376,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Hold On,5vjLSffimiIP26QG5WcN2K,https://p.scdn.co/mp3-preview/857a38ee14f9f2fbd66d0f16fe0197c2a1af03e5?cid=a91ed9edffbc4349b0ae66ad2680900a,2017-02-03,['acoustic pop'],0.618,0.443,-9.681,0.0526,0.469,0,0.0829,0.167,119.949,2,1,198853,82.0
377,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Lost Boy,0zMzyHAeMvwq5CRstru1Fp,https://p.scdn.co/mp3-preview/558d1395185753b2cfadfc61911eca079987e6a9?cid=a91ed9edffbc4349b0ae66ad2680900a,2017-05-05,"['canadian contemporary r&b', 'canadian pop', 'indie cafe pop', 'pop', 'post-teen pop']",0.586,0.128,-9.297,0.0496,0.963,0,0.0858,0.371,123.498,7,1,276067,69.0
378,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Chanel,6Nle9hKrkL1wQpwNfEkxjh,https://p.scdn.co/mp3-preview/1888bb2067ea1111ddb4a43d57d28473ec00383b?cid=a91ed9edffbc4349b0ae66ad2680900a,2017-03-10,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",0.776,0.503,-5.732,0.237,0.874,0,0.112,0.473,110.134,0,0,210285,81.0
379,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Safaera,2DEZmgHKAvm41k4J3R2E9Y,https://p.scdn.co/mp3-preview/c67f59e5d3806b41f54f772ba8cc24410ed0a258?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-02-28,"['latin', 'reggaeton', 'trap latino']",0.607,0.829,-4.074,0.379,0.0103,0,0.107,0.685,96.172,2,1,295177,82.0
380,https://open.spotify.com/playlist/6EgSj5fXmdfDPdpnEEv4EU?si=oFP5B8yTS-GkMO9UigW5RQ,Ole,2,6EgSj5fXmdfDPdpnEEv4EU,Yo Perreo Sola,0SqqAgdovOE24BzxIClpjw,https://p.scdn.co/mp3-preview/3575ce15e6727094dc606c9d29e79f5830340172?cid=a91ed9edffbc4349b0ae66ad2680900a,2020-02-28,"['latin', 'reggaeton', 'trap latino']",0.86,0.758,-5.16,0.0695,0.021,6.54e-05,0.344,0.453,97.014,11,1,172127,81.0
